unique_id,rally,ball_round,time,frame_num,player,server,type,around_head,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number_1,hitting_area_number_2,hitting_area_number_3,hitting_area_number_4,landing_area_number_1,landing_area_number_2,landing_area_number_3,landing_area_number_4
2018-Indonesia_open-finals-1-2,6,5,00:07:40.600000,13818,B,,挑球,,1.0,A1,261,418,2.0,,,9,6,,A3,127.0,856.0,1.0,1000.0,320,7,328,56,299.0,-188.0,305.0,826.0,90.0,90.0,10.0,0.0,42.75,182.75,187.68357679882382,44.75,195.0,200.06889438390965,0.5170021491466184,49.64876634922564,0,0,1,0,1,0,0,0
2018-Indonesia_open-finals-1-2,6,6,00:07:41.700000,13850,A,,長球,1.0,,A2,127,856,1.0,,,9,6,,B4,103.0,16.0,1.0,2000.0,299,-188,305,826,149.0,-724.0,149.0,-724.0,60.0,0.0,10.0,80.0,38.5,145.0,150.024164720221,5.25,4.5,6.914658342969665,0.2887615798543844,1014.0177513239105,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,7,00:07:43,13889,B,,殺球,,,B3,103,16,1.0,,,9,6,,A2,146.0,721.0,2.0,0.0,149,-724,149,-724,145.0,-768.0,326.0,844.0,80.0,60.0,80.0,0.0,17.0,151.5,152.45081173939352,29.499999999999996,120.0,123.5728530058281,1.1018130512931854,0.0,0,0,0,1,0,0,1,0
2018-Indonesia_open-finals-1-2,6,8,00:07:43.300000,13900,A,,擋小球,,1.0,A2,146,721,2.0,,,9,6,,B2,100.0,313.0,2.0,1000.0,145,-768,326,844,217.0,-118.0,267.0,-244.0,50.0,60.0,60.0,50.0,43.75,116.5,124.44401351611897,14.000000000000002,31.25,34.24269995196057,0.3172703894157159,1622.129772860359,0,0,1,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,9,00:07:44.300000,13928,B,,挑球,,,B1,100,313,2.0,,,9,6,,B3,301.0,875.0,1.0,1000.0,217,-118,267,-244,320.0,-302.0,382.0,969.0,90.0,50.0,90.0,10.0,47.25,58.75,75.39313629237081,34.75,27.25,44.16021965525081,0.23765521244020718,135.55810562264435,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,6,10,00:07:45.400000,13963,A,,殺球,,,A3,301,875,1.0,,,9,6,,yy,336.0,191.0,2.0,1000.0,320,-302,382,969,406.0,-353.0,406.0,-353.0,70.0,80.0,10.0,30.0,19.25,2.0,19.353617232961906,5.25,14.249999999999998,15.186342548487442,0.1095673308974897,1272.511296609975,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,11,00:07:46,13979,B,,擋小球,,1.0,C2,336,191,2.0,,,9,6,,B1,345.0,544.0,2.0,0.0,406,-353,406,-353,397.0,-294.0,403.0,912.0,60.0,10.0,60.0,10.0,9.0,12.75,15.606489035013606,9.0,12.75,15.606489035013606,0.12485191228010886,0.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,6,12,00:07:46.700000,14000,A,,挑球,,,B1,345,544,2.0,,,9,6,,A3,323.0,182.0,1.0,1000.0,397,-294,403,912,442.0,-302.0,442.0,-302.0,90.0,70.0,50.0,0.0,14.749999999999998,23.25,27.53406980451673,11.25,15.0,18.75,0.185,1206.0149252807778,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,13,00:07:47.100000,14013,B,,切球,,1.0,C2,323,182,1.0,,,9,6,,B2,331.0,691.0,2.0,0.0,442,-302,442,-302,456.0,-387.0,448.0,852.0,30.0,80.0,30.0,80.0,36.75,24.5,44.168003124433866,36.75,24.5,44.168003124433866,0.3533440249954709,0.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,6,14,00:07:47.600000,14028,A,,擋小球,,,B2,331,691,2.0,,,9,6,,B2,92.0,323.0,2.0,1000.0,456,-387,448,852,295.0,-204.0,295.0,-204.0,50.0,50.0,50.0,50.0,56.25,53.75,77.80183159797718,63.74999999999999,138.75,152.6945480362675,0.29410882339705485,1239.025827010882,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,15,00:07:48.500000,14054,B,,放小球,,,B1,92,323,2.0,,,9,6,,A1,85.0,511.0,2.0,1000.0,295,-204,295,-204,231.0,-172.0,193.0,297.0,20.0,20.0,10.0,10.0,22.0,220.5,221.5947878448408,19.75,230.25000000000003,231.09548892178745,0.9053587686657704,0.0,0,0,0,1,0,0,1,0
2018-Indonesia_open-finals-1-2,6,16,00:07:49.300000,14080,A,,放小球,,1.0,C1,85,511,2.0,,,9,6,,B1,71.0,428.0,2.0,1000.0,231,-172,193,297,207.0,678.0,216.0,717.0,70.0,60.0,90.0,50.0,11.749999999999998,16.0,19.851007531105317,32.25,203.75,206.2865119197084,0.3856737610986778,470.53692735002215,0,0,1,0,0,1,0,0
2018-Indonesia_open-finals-1-2,6,17,00:07:50.100000,14103,B,,挑球,,,B1,71,428,2.0,,,9,6,,B4,278.0,906.0,1.0,1000.0,207,678,216,717,278.0,-236.0,322.0,1112.0,30.0,40.0,0.0,50.0,4.25,284.0,284.0317983958838,10.0,293.75,293.920163479813,1.1555572248919566,40.024992192379,0,1,0,0,1,0,0,0
2018-Indonesia_open-finals-1-2,6,18,00:07:51.300000,14139,A,,長球,,,A3,278,906,1.0,,,9,6,,B3,81.0,67.0,1.0,1000.0,278,-236,322,1112,190.0,-458.0,256.0,-458.0,80.0,0.0,20.0,20.0,4.5,40.0,40.252329125157466,25.5,77.0,81.11257609027098,0.24156986567036876,1348.7179097201906,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,19,00:07:52.200000,14166,B,,切球,,,B3,81,67,1.0,,,9,6,,B1,386.0,552.0,2.0,1000.0,190,-458,256,-458,296.0,-396.0,424.0,804.0,40.0,80.0,80.0,80.0,81.0,69.5,106.72979902538934,64.5,69.5,94.81824718903002,0.4024487545017378,66.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,6,20,00:07:53.100000,14194,A,,放小球,,,B1,386,552,2.0,,,9,6,,C1,406.0,396.0,,1000.0,296,-396,424,804,514.0,-180.0,514.0,-180.0,50.0,0.0,70.0,0.0,13.75,50.0,51.85617128172885,18.25,250.0,250.66523991171968,0.20005061859439477,1206.8073582805168,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,6,21,00:07:54.200000,14227,B,,未擊球,,,E1,406,396,,出界,切球精準,9,7,B,,,,,3000.0,514,-180,514,-180,351.0,-196.0,351.0,-196.0,90.0,20.0,30.0,90.0,62.74999999999999,69.5,93.63659808002424,84.25,337.25,347.6141898714723,0.24435916189085277,0.0,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,7,1,00:07:57.400000,14321,B,1.0,發長球,,,A2,201,261,2.0,,,9,7,,A4,141.0,903.0,1.0,2000.0,351,-196,351,-196,263.0,-458.0,177.0,1169.0,20.0,20.0,20.0,20.0,3.0,54.5,54.58250635505848,3.0,54.5,54.58250635505848,0.14555335028015595,0.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,7,2,00:07:59.500000,14385,A,,殺球,,,A3,141,903,1.0,,,9,7,,A3,278.0,187.0,2.0,1000.0,263,-458,177,1169,363.0,-414.0,363.0,-414.0,10.0,80.0,70.0,50.0,27.750000000000004,22.0,35.41274488090411,64.25,141.25,155.1761096303165,0.6024558075079034,1629.2713095123231,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,7,3,00:08:00,14399,B,,擋小球,,1.0,A2,278,187,2.0,,,9,7,,B1,341.0,533.0,2.0,0.0,363,-414,363,-414,374.0,-370.0,434.0,604.0,50.0,80.0,60.0,80.0,11.25,4.5,12.116620816052635,21.5,4.5,21.965882636488796,0.13585654198455074,0.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,7,4,00:08:00.800000,14425,A,,挑球,,,B1,341,533,2.0,,,9,7,,A3,316.0,185.0,1.0,1000.0,374,-370,434,604,408.0,-396.0,449.0,-396.0,60.0,10.0,90.0,10.0,6.5,54.75,55.134494647180716,27.750000000000004,57.75,64.07124940252064,0.08584287972802403,975.8462993730109,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,7,5,00:08:01.400000,14443,B,,殺球,,,A2,316,185,1.0,,,9,7,,A2,155.0,727.0,2.0,0.0,408,-396,449,-396,400.0,-589.0,323.0,835.0,0.0,70.0,80.0,70.0,47.5,48.25,67.70755127753476,60.5,48.25,77.38418766130455,0.5793271959782313,41.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,7,6,00:08:01.900000,14457,A,,擋小球,,1.0,A2,155,727,2.0,,,9,7,,B1,95.0,392.0,2.0,1000.0,400,-589,323,835,218.0,-589.0,207.0,-589.0,60.0,60.0,90.0,20.0,48.5,121.5,130.82239869380166,27.750000000000004,89.5,93.70332171273333,0.16538515652863167,1426.0802922696885,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,7,7,00:08:02.700000,14482,B,,放小球,,,B1,95,392,2.0,,,9,7,,A1,85.0,509.0,2.0,1000.0,218,-589,207,-589,206.0,-103.0,212.0,477.0,10.0,20.0,90.0,20.0,62.74999999999999,24.5,67.36328747916033,77.25,24.5,81.0420415586873,0.14832734070291964,11.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,7,8,00:08:03.700000,14510,A,,挑球,,1.0,C1,85,509,2.0,,,9,7,,A3,300.0,127.0,1.0,3000.0,206,-103,212,477,469.0,-687.0,516.0,-687.0,0.0,90.0,0.0,20.0,62.5,60.25,86.81193754317432,25.0,80.5,84.2926449934987,0.11975020296897668,580.0310336525107,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,7,9,00:08:06,14579,B,,殺球,,,A2,300,127,1.0,,,9,7,,A3,86.0,753.0,,0.0,469,-687,516,-687,456.0,-344.0,312.0,799.0,80.0,10.0,80.0,70.0,60.5,122.75,136.84959809951945,40.5,379.25,381.40636137851715,1.0241191336949036,47.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,7,10,00:08:06.500000,14596,A,,未擊球,,,C2,86,753,,落地,小球精準,9,8,B,,,,,2000.0,456,-344,312,799,227.0,-196.0,354.0,830.0,70.0,10.0,30.0,80.0,63.24999999999999,42.25,76.06329601062525,24.25,328.0,328.8952150761698,0.3804488303307029,1152.0351557135746,0,1,0,0,1,0,0,0
2018-Indonesia_open-finals-1-2,8,1,00:08:08.700000,14662,A,1.0,發長球,,1.0,A2,226,664,2.0,,,10,8,,B3,113.0,55.0,1.0,2000.0,227,-196,354,830,203.0,-513.0,215.0,-513.0,90.0,30.0,90.0,80.0,7.249999999999999,56.75,57.21123141481924,22.75,38.0,44.28953036553899,0.19201887928013744,1033.8302568603804,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,8,2,00:08:10,14700,B,,切球,,,A3,113,55,1.0,,,10,8,,A1,192.0,544.0,2.0,0.0,203,-513,215,-513,256.0,-423.0,263.0,678.0,60.0,70.0,30.0,70.0,1.0,131.75,131.7537950117567,6.75,131.75,131.92279939419114,1.054455783805087,12.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,8,3,00:08:10.600000,14718,A,,擋小球,,,A1,192,544,2.0,,,10,8,,B1,78.0,366.0,2.0,1000.0,256,-423,263,678,199.0,14.0,188.0,14.0,0.0,10.0,70.0,40.0,12.5,27.25,29.98020180052162,9.25,108.5,108.89358337386092,0.16262994804155845,1101.0222522728593,0,1,0,0,0,0,1,0
2018-Indonesia_open-finals-1-2,8,4,00:08:11.500000,14744,B,,挑球,,,B1,78,366,2.0,,,10,8,,A3,168.0,843.0,1.0,1000.0,199,14,188,14,206.0,-532.0,300.0,1112.0,70.0,90.0,80.0,90.0,19.25,185.25,186.2474832044718,22.0,185.25,186.55176895435756,0.7455784666954914,11.0,0,0,1,0,0,1,0,0
2018-Indonesia_open-finals-1-2,8,5,00:08:12.600000,14778,A,,殺球,,,A2,168,843,1.0,,,10,8,,B3,163.0,173.0,2.0,1000.0,206,-532,300,1112,276.0,-727.0,276.0,-727.0,80.0,50.0,50.0,50.0,17.0,51.24999999999999,53.99594892211822,23.75,141.25,143.23276510631217,0.18050554008118422,1646.6851550918896,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,8,6,00:08:13,14790,B,,擋小球,,,A2,163,173,2.0,,,10,8,,A1,68.0,562.0,2.0,1000.0,276,-727,276,-727,274.0,-327.0,205.0,547.0,90.0,0.0,90.0,0.0,15.25,15.0,21.39071060063223,15.25,15.0,21.39071060063223,0.08556284240252891,0.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,8,7,00:08:14,14821,A,,挑球,,1.0,C1,68,562,2.0,,,10,8,,B4,77.0,47.0,1.0,1000.0,274,-327,205,547,215.0,-667.0,215.0,-667.0,90.0,0.0,80.0,90.0,5.25,35.0,35.391559728274196,7.000000000000001,92.25,92.51520145359896,0.2291069619195366,876.7194534171122,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,8,8,00:08:15.100000,14852,B,,切球,,,B3,77,47,1.0,,,10,8,,A2,93.0,627.0,2.0,0.0,215,-667,215,-667,253.0,-467.0,233.0,916.0,40.0,0.0,0.0,20.0,16.0,47.5,50.12235030403104,5.0,65.5,65.69056248807739,0.4597390564222274,0.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,8,9,00:08:15.700000,14870,A,,挑球,,1.0,C1,93,627,2.0,,,10,8,,B3,104.0,184.0,1.0,1000.0,253,-467,233,916,279.0,-477.0,235.0,-405.0,70.0,30.0,80.0,70.0,0.75,55.75,55.7550446148149,17.0,3.25,17.307873930670976,0.21982947936980607,1383.1446055998629,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,8,10,00:08:16.200000,14887,B,,殺球,,,B2,104,184,1.0,,,10,8,,A2,142.0,716.0,2.0,0.0,279,-477,235,-405,250.0,-244.0,301.0,903.0,70.0,70.0,90.0,40.0,18.25,99.25,100.913948490781,14.749999999999998,66.0,67.62811915172564,0.6611482435883801,84.38009243891595,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,8,11,00:08:16.700000,14900,A,,防守回挑,,,A2,142,716,2.0,,,10,8,,B2,122.0,208.0,1.0,1000.0,250,-244,301,903,206.0,-80.0,294.0,-141.0,40.0,10.0,90.0,70.0,11.5,42.75,44.2697695950634,2.25,4.25,4.808846015417836,0.19160636732634956,1148.1332675260307,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,8,12,00:08:17.200000,14917,B,,殺球,,,A2,122,208,1.0,,,10,8,,A2,182.0,699.0,2.0,0.0,206,-80,294,-141,204.0,-73.0,310.0,920.0,50.0,70.0,60.0,70.0,26.25,5.75,26.872383593570557,8.5,5.75,10.262187875886896,0.08459905436823748,107.07474025184464,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,8,13,00:08:17.500000,14926,A,,擋小球,,1.0,A2,182,699,2.0,,,10,8,,B1,184.0,465.0,,1000.0,204,-73,310,920,311.0,-103.0,260.0,-164.0,20.0,90.0,50.0,60.0,38.0,32.75,50.16535158852173,8.75,281.0,281.1361991988936,0.2537710779423061,998.6415773439437,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,8,14,00:08:18,14941,B,,未擊球,,,A1,184,465,,未回擊成功,對手失誤,10,9,B,,,,,4000.0,311,-103,260,-164,356.0,-204.0,345.0,-204.0,60.0,20.0,50.0,70.0,6.0,64.5,64.77846864506755,23.75,344.25,345.06829034265087,0.18755162252326987,79.51100552753688,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,9,1,00:08:22.300000,15069,B,1.0,發長球,,,A2,201,265,2.0,,,10,9,,A4,120.0,921.0,1.0,2000.0,356,-204,345,-204,287.0,-361.0,165.0,1213.0,10.0,60.0,20.0,60.0,27.25,138.5,141.15527797429326,24.5,138.5,140.65027550630677,0.5635851754615269,11.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,9,2,00:08:24.200000,15126,A,,殺球,,,A3,120,921,1.0,,,10,9,,B2,170.0,234.0,2.0,0.0,287,-361,165,1213,247.0,-758.0,247.0,-758.0,10.0,60.0,40.0,30.0,10.25,19.0,21.588480724682782,33.5,69.25,76.92731959453677,0.26650703555441085,1578.7210013172055,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,9,3,00:08:24.800000,15143,B,,擋小球,,,A2,170,234,2.0,,,10,9,,A1,190.0,515.0,2.0,1000.0,247,-758,247,-758,328.0,-285.0,299.0,936.0,40.0,90.0,40.0,0.0,6.5,152.25,152.38868888470694,4.0,167.5,167.54775438662256,0.6398447077221159,0.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,9,4,00:08:25.600000,15167,A,,放小球,,,A1,190,515,2.0,,,10,9,,B1,104.0,354.0,2.0,1000.0,328,-285,299,936,221.0,-149.0,231.0,-88.0,60.0,90.0,80.0,0.0,13.5,39.75,41.979905907469586,23.0,102.49999999999999,105.04879818446283,0.1451869484492322,1221.344341289548,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,9,5,00:08:26.300000,15189,B,,放小球,,,B1,104,354,2.0,,,10,9,,A1,105.0,507.0,2.0,1000.0,221,-149,231,-88,274.0,-126.0,207.0,526.0,30.0,20.0,30.0,10.0,15.75,139.5,140.38629740825849,3.25,134.75,134.78918725179702,0.5498147415266347,61.814237842102365,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,9,6,00:08:27.200000,15216,A,,挑球,,1.0,C1,105,507,2.0,,,10,9,,B4,129.0,19.0,1.0,1000.0,274,-126,207,526,284.0,-707.0,244.0,-627.0,40.0,50.0,30.0,80.0,13.5,108.74999999999999,109.58472749430004,13.25,99.5,100.37834676861338,0.05660830327787612,655.433444370975,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,9,7,00:08:28.600000,15259,B,,殺球,,,A3,129,19,1.0,,,10,9,,A2,210.0,674.0,2.0,1000.0,284,-707,244,-627,328.0,-561.0,260.0,924.0,80.0,90.0,80.0,90.0,18.0,169.75,170.70167691033384,5.5,149.75,149.85096763117681,0.6407261505510758,89.44271909999159,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,9,8,00:08:29.200000,15276,A,,擋小球,,,A2,210,674,2.0,,,10,9,,B2,124.0,315.0,2.0,1000.0,328,-561,260,924,212.0,-28.0,222.0,-28.0,40.0,0.0,50.0,80.0,4.0,50.0,50.15974481593781,28.749999999999996,44.5,52.979359188272554,0.1953746401148317,1486.556087068362,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,9,9,00:08:30.100000,15303,B,,挑球,,,A1,124,315,2.0,,,10,9,,B4,295.0,890.0,1.0,1000.0,212,-28,222,-28,312.0,-361.0,375.0,1102.0,60.0,90.0,50.0,10.0,46.5,315.25,318.66096795811063,41.25,162.25,167.41154380746866,0.9709918897704553,10.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,9,10,00:08:31.500000,15344,A,,殺球,,,A3,295,890,1.0,,,10,9,,B2,206.0,210.0,2.0,1000.0,312,-361,375,1102,398.0,-1289.0,387.0,-677.0,30.0,10.0,70.0,10.0,0.75,2.25,2.3717082451262845,20.75,107.25,109.23884382398047,0.22262299971027252,1464.355831073855,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,9,11,00:08:32,15360,B,,擋小球,,,A2,206,210,2.0,,,10,9,,A1,127.0,507.0,2.0,1000.0,398,-1289,387,-677,315.0,-370.0,292.0,673.0,90.0,80.0,70.0,60.0,40.25,157.0,162.07733493613472,38.25,4.0,38.45858161711116,0.358235955761004,612.0988482263302,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,9,12,00:08:33.100000,15392,A,,挑球,,1.0,A1,127,507,2.0,,,10,9,,B5,132.0,-36.0,,1000.0,315,-370,292,673,237.0,-661.0,234.0,-661.0,90.0,60.0,20.0,90.0,5.25,41.5,41.83076021302983,8.0,320.25,320.34990635241337,0.2787635646923751,1043.253564575746,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,9,13,00:08:34.700000,15441,B,,未擊球,,,A4,132,-36,,出界,對手失誤,10,10,B,,,,,3000.0,237,-661,234,-661,294.0,-204.0,324.0,-608.0,40.0,90.0,80.0,40.0,33.5,32.25,46.50067203815446,59.49999999999999,466.0,469.78319467601216,0.4054840564066607,3.0,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,10,1,00:08:37.800000,15535,B,1.0,發長球,,,A2,178,261,2.0,,,10,10,,B4,317.0,897.0,1.0,2000.0,294,-204,324,-608,371.0,-532.0,472.0,1203.0,40.0,50.0,30.0,30.0,8.5,108.74999999999999,109.0816781132377,19.25,75.75,78.1576931594069,0.04627574358607806,405.1123301011708,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,10,2,00:08:39.900000,15596,A,,殺球,,,B3,317,897,1.0,,,10,10,,B2,57.0,208.0,2.0,1000.0,371,-532,472,1203,328.0,-639.0,247.0,-305.0,60.0,90.0,0.0,10.0,31.0,2.25,31.08154597184638,57.49999999999999,144.75,155.7524076860451,0.3354906854146624,1737.937283103162,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,10,3,00:08:40.500000,15616,B,,防守回挑,,,B2,57,208,2.0,,,10,10,,A2,104.0,681.0,1.0,1000.0,328,-639,247,-305,247.0,-523.0,242.0,624.0,80.0,80.0,50.0,60.0,15.5,128.0,128.93506117422058,3.75,9.0,9.75,0.47831474992937445,343.68153863715173,0,0,0,1,0,0,1,0
2018-Indonesia_open-finals-1-2,10,4,00:08:41.400000,15642,A,,殺球,,,C2,104,681,1.0,,,10,10,,B2,192.0,213.0,,0.0,247,-523,242,624,266.0,-1151.0,262.0,-269.0,0.0,60.0,50.0,90.0,2.5,91.5,91.53414663392017,1.25,195.25,195.25400123941122,0.1384236652856408,1147.010897942997,0,0,1,0,0,0,0,1
2018-Indonesia_open-finals-1-2,10,5,00:08:41.700000,15651,B,,未擊球,,,A2,192,213,,落地,殺球精準,11,10,A,,,,,3000.0,266,-1151,262,-269,237.0,-157.0,237.0,-157.0,30.0,60.0,30.0,40.0,24.25,271.5,272.58083663383235,13.25,276.0,276.3178649671425,0.5476104911339811,882.0090702481466,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,11,1,00:08:44.600000,15739,A,1.0,發小球,,1.0,A2,220,659,2.0,,,12,10,,B2,73.0,308.0,2.0,1000.0,237,-157,237,-157,169.0,-65.0,315.0,835.0,80.0,50.0,0.0,50.0,4.5,36.25,36.52824249810001,12.5,36.25,38.34465412544492,0.14893287078412207,0.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,11,2,00:08:45.400000,15763,B,,挑球,,,B1,73,308,2.0,,,12,10,,A3,48.0,850.0,1.0,1000.0,169,-65,315,835,255.0,-302.0,287.0,-302.0,60.0,80.0,40.0,50.0,6.0,155.5,155.615712574277,21.5,36.25,42.14632249674935,0.2447595759107292,911.7653206829046,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,11,3,00:08:46.700000,15800,A,,切球,,1.0,C2,48,850,1.0,,,12,10,,B2,61.0,199.0,2.0,1000.0,255,-302,287,-302,145.0,-687.0,229.0,980.0,40.0,30.0,30.0,90.0,6.5,19.25,20.317787773278862,4.25,55.25,55.41322044422252,0.15054318317346688,32.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,11,4,00:08:47.300000,15820,B,,擋小球,,,B2,61,199,2.0,,,12,10,,A1,69.0,506.0,2.0,1000.0,145,-687,229,980,229.0,-379.0,270.0,-523.0,10.0,70.0,80.0,60.0,0.25,140.75,140.75022202469168,9.5,38.5,39.654760117796705,0.359029943040967,1669.1150349811123,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,11,5,00:08:48.200000,15845,A,,挑球,,1.0,C1,69,506,2.0,,,12,10,,B4,61.0,40.0,1.0,1000.0,229,-379,270,-523,146.0,-1250.0,267.0,826.0,90.0,70.0,80.0,10.0,9.75,13.25,16.450683876362103,2.0,22.75,22.83774288321856,0.030220026472523153,149.7230777134908,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,11,6,00:08:49.400000,15881,B,,切球,,,B3,61,40,1.0,,,12,10,,B1,302.0,532.0,2.0,1000.0,146,-1250,267,826,268.0,-432.0,278.0,-432.0,60.0,30.0,10.0,60.0,64.0,215.75000000000003,225.0423571241645,35.25,13.5,37.74668859648486,0.9011603630875029,2079.523262673443,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,11,7,00:08:50.200000,15906,A,,挑球,,,A1,302,532,2.0,,,12,10,,A3,315.0,183.0,1.0,0.0,268,-432,278,-432,402.0,-387.0,408.0,772.0,60.0,30.0,60.0,30.0,39.0,40.75,56.40534105915857,39.0,40.75,56.40534105915857,0.4512427284732686,10.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,11,8,00:08:50.800000,15924,B,,切球,,1.0,A2,315,183,1.0,,,12,10,,B1,374.0,545.0,2.0,1000.0,402,-387,408,772,424.0,-269.0,434.0,-269.0,60.0,80.0,50.0,10.0,16.5,29.499999999999996,33.80088756231114,3.75,52.24999999999999,52.384396531791786,0.05215841255253078,1159.0155305257992,0,1,0,0,0,0,0,1
