unique_id,rally,ball_round,time,frame_num,player,server,type,around_head,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,flying_time,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed,avg_ball_speed,left_right_distance,hitting_area_number_1,hitting_area_number_2,hitting_area_number_3,hitting_area_number_4,landing_area_number_1,landing_area_number_2,landing_area_number_3,landing_area_number_4
2018-Indonesia_open-finals-1-2,11,9,00:08:51.600000,15949,A,,擋小球,,,B1,374,545,2.0,,,12,10,,A1,355.0,412.0,2.0,1000.0,424,-269,434,-269,468.0,-269.0,393.0,563.0,10.0,70.0,30.0,0.0,10.25,4.25,11.096170510586072,8.25,12.5,14.977065800750157,0.04051234379790929,10.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,11,10,00:08:52.500000,15974,B,,放小球,,1.0,C1,355,412,2.0,,,12,10,,B1,373.0,530.0,2.0,1000.0,468,-269,393,563,465.0,-252.0,467.0,-319.0,20.0,20.0,10.0,0.0,52.0,14.499999999999998,53.983793864455286,2.75,32.5,32.61613864331583,0.10487254168751704,835.3735691294045,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,11,11,00:08:53.400000,16001,A,,放小球,,,B1,373,530,2.0,,,12,10,,B1,126.0,400.0,2.0,1000.0,465,-252,467,-319,260.0,-327.0,404.0,693.0,30.0,50.0,20.0,20.0,54.25,61.25,81.82068809292672,49.5,78.0,92.38100454097693,0.34730174200542097,67.02984409947557,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,11,12,00:08:54.300000,16030,B,,放小球,,,A1,126,400,2.0,,,12,10,,A1,88.0,514.0,2.0,1000.0,260,-327,404,693,248.0,-7.0,269.0,-7.0,90.0,40.0,10.0,10.0,12.75,109.0,109.7431660742481,22.25,27.750000000000004,35.56859569901516,0.17693572279220496,1030.1145567362885,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,11,13,00:08:55.200000,16055,A,,挑球,,1.0,C1,88,514,2.0,,,12,10,,B4,132.0,43.0,1.0,1000.0,248,-7,269,-7,209.0,-763.0,315.0,804.0,30.0,30.0,70.0,90.0,14.249999999999998,198.25,198.7614776560086,28.249999999999996,207.24999999999997,209.16650066394476,0.8154422113184968,21.0,0,0,0,1,0,0,1,0
2018-Indonesia_open-finals-1-2,11,14,00:08:56.900000,16108,B,,殺球,,,A3,132,43,1.0,,,12,10,,A3,53.0,747.0,2.0,1000.0,209,-763,315,804,191.0,786.0,156.0,822.0,0.0,20.0,40.0,30.0,15.0,202.99999999999997,203.55343278854326,41.5,20.75,46.39841053312064,0.46154658486440997,1570.5811026495894,0,0,1,0,0,1,0,0
2018-Indonesia_open-finals-1-2,11,15,00:08:57.400000,16123,A,,擋小球,,1.0,C2,53,747,2.0,,,12,10,,B1,75.0,335.0,2.0,1000.0,191,786,156,822,149.0,49.0,149.0,887.0,10.0,0.0,60.0,40.0,2.75,237.5,237.5159205190254,11.5,246.49999999999997,246.76810977109668,0.9684194597383925,50.20956084253277,0,1,0,0,1,0,0,0
2018-Indonesia_open-finals-1-2,11,16,00:08:58.300000,16150,B,,放小球,,,B1,75,335,2.0,,,12,10,,A1,70.0,523.0,2.0,1000.0,149,49,149,887,202.0,-164.0,202.0,-164.0,50.0,20.0,20.0,60.0,48.75,124.50000000000001,133.70419776506645,8.0,78.5,78.90659034580065,0.4215664241848489,838.0,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,11,17,00:08:59.200000,16177,A,,放小球,,1.0,C1,70,523,2.0,,,12,10,,A1,290.0,378.0,2.0,1000.0,202,-164,202,-164,344.0,-449.0,181.0,573.0,30.0,90.0,30.0,50.0,33.25,17.25,37.458310159429246,35.75,3.75,35.94614026568082,0.14424978336205568,0.0,0,0,0,1,0,0,1,0
2018-Indonesia_open-finals-1-2,11,18,00:09:00.100000,16204,B,,挑球,,1.0,A1,290,378,2.0,,,12,10,,A3,134.0,796.0,1.0,1000.0,344,-449,181,573,335.0,-95.0,345.0,-149.0,30.0,20.0,30.0,60.0,20.75,62.0,65.3801384213891,30.75,44.0,53.68018722023984,0.10911003620199197,1034.9169048769086,0,0,1,0,0,0,0,1
2018-Indonesia_open-finals-1-2,11,19,00:09:01.100000,16233,A,,長球,1.0,,A2,134,796,1.0,,,12,10,,A4,294.0,46.0,1.0,1000.0,335,-95,345,-149,427.0,-697.0,304.0,749.0,30.0,20.0,30.0,60.0,28.249999999999996,107.0,110.66644703793466,28.249999999999996,93.5,97.67452329036472,0.4166173304124542,54.91812087098393,0,0,0,1,0,0,1,0
2018-Indonesia_open-finals-1-2,11,20,00:09:02.800000,16283,B,,殺球,,,A3,294,46,1.0,,,12,10,,B2,307.0,743.0,2.0,1000.0,427,-697,304,749,448.0,-523.0,458.0,-523.0,10.0,50.0,70.0,80.0,44.75,63.74999999999999,77.88854216121906,0.75,39.5,39.50711961153331,0.10311765125331357,1451.2218989527412,0,0,1,0,0,0,0,1
2018-Indonesia_open-finals-1-2,11,21,00:09:03.200000,16296,A,,擋小球,,,A2,307,743,2.0,,,12,10,,B2,148.0,326.0,2.0,1000.0,448,-523,458,-523,248.0,-952.0,301.0,907.0,50.0,40.0,90.0,30.0,28.749999999999996,36.0,46.07127630096653,20.25,53.24999999999999,56.97038704449883,0.20363263490904399,10.0,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,11,22,00:09:04.200000,16326,B,,挑球,,,A1,148,326,2.0,,,12,10,,yy,330.0,883.0,1.0,1000.0,248,-952,301,907,333.0,-379.0,377.0,-310.0,20.0,80.0,20.0,70.0,19.5,187.0,188.01396224748842,10.5,19.25,21.92743715074792,0.41289254049934104,1859.7553602557514,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,11,23,00:09:05.500000,16365,A,,切球,,,B3,330,883,1.0,,,12,10,,B2,70.0,316.0,2.0,1000.0,333,-379,377,-310,170.0,-204.0,343.0,984.0,90.0,50.0,40.0,60.0,30.25,43.75,53.189519644381065,31.5,26.5,41.16430492550555,0.18706282367162108,81.83520025025906,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,11,24,00:09:06.600000,16397,B,,挑球,,,B1,70,316,2.0,,,12,10,,A3,76.0,761.0,1.0,1000.0,170,-204,343,984,212.0,-204.0,251.0,-204.0,70.0,70.0,20.0,50.0,34.25,18.25,38.80882631567206,29.499999999999996,21.25,36.35673940275723,0.022472205054244233,1200.5302994926867,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,11,25,00:09:07.400000,16422,A,,切球,,,C2,76,761,1.0,,,12,10,,A1,271.0,425.0,,0.0,212,-204,251,-204,307.0,-277.0,225.0,1069.0,80.0,0.0,0.0,60.0,34.5,10.0,35.92005011132362,7.5,279.0,279.1007882468267,0.2703516228913746,39.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,11,26,00:09:07.900000,16437,B,,未擊球,,,A1,271,425,,未回擊成功,對手失誤,12,11,B,,,,,4000.0,307,-277,225,1069,350.0,-244.0,221.0,912.0,40.0,90.0,30.0,30.0,9.0,82.75,83.23798712126573,23.25,419.25,419.89418309855165,0.33480147517264286,1348.4954579085538,1,0,0,0,1,0,0,0
2018-Indonesia_open-finals-1-2,12,1,00:09:11.400000,16541,B,1.0,發長球,,,A2,200,263,2.0,,,12,11,,A4,139.0,917.0,1.0,2000.0,350,-244,221,912,271.0,-608.0,318.0,-608.0,50.0,70.0,60.0,90.0,41.25,120.75,127.60143024276805,3.5000000000000004,57.25,57.35688711915946,0.1553681112712644,1163.175395200569,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,12,2,00:09:13.400000,16603,A,,殺球,,,A3,139,917,1.0,,,12,11,,B3,118.0,190.0,2.0,0.0,271,-608,318,-608,185.0,-727.0,207.0,1141.0,10.0,80.0,70.0,80.0,5.25,59.49999999999999,59.73116858056604,1.7500000000000002,42.0,42.036442523125096,0.40696437190496176,47.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,12,3,00:09:13.900000,16616,B,,擋小球,,,A2,118,190,2.0,,,12,11,,B1,299.0,536.0,2.0,1000.0,185,-727,207,1141,292.0,-370.0,325.0,-440.0,30.0,90.0,80.0,70.0,35.75,152.25,156.3909364381453,32.0,83.25,89.18835406038167,0.19340178385940499,1868.1295458291966,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,12,4,00:09:14.800000,16643,A,,放小球,,,A1,299,536,2.0,,,12,11,,A2,248.0,302.0,2.0,1000.0,292,-370,325,-440,328.0,-118.0,335.0,808.0,20.0,30.0,90.0,10.0,0.5,4.25,4.2793106921559225,0.25,30.25,30.251033040212032,0.05200240379059414,77.38862965578342,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,12,5,00:09:15.500000,16664,B,,挑球,,1.0,A2,248,302,2.0,,,12,11,,A3,163.0,861.0,1.0,1000.0,328,-118,335,808,294.0,-387.0,324.0,-319.0,50.0,10.0,50.0,0.0,23.75,142.25,144.21901746995783,8.75,17.5,19.565594803123158,0.2578279465069681,926.0264575053998,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,12,6,00:09:16.500000,16696,A,,長球,,,A2,163,861,1.0,,,12,11,,B4,146.0,24.0,1.0,1000.0,294,-387,324,-319,233.0,-687.0,300.0,878.0,10.0,0.0,10.0,20.0,14.749999999999998,65.0,66.65255058885593,22.25,82.0,84.96506635082444,0.3031699193521679,74.32361670424818,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,12,7,00:09:17.900000,16738,B,,殺球,,,A3,146,24,1.0,,,12,11,,A2,127.0,706.0,2.0,1000.0,233,-687,300,878,235.0,-647.0,235.0,-647.0,60.0,20.0,60.0,70.0,14.000000000000002,48.0,50.0,6.0,10.75,12.31107225224513,0.07619875327064085,1566.433528752497,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,12,8,00:09:18.500000,16755,A,,防守回挑,,1.0,A2,127,706,2.0,,,12,11,,B3,107.0,168.0,1.0,1000.0,235,-647,235,-647,289.0,-495.0,276.0,835.0,20.0,50.0,30.0,50.0,0.5,86.25,86.2514492631863,13.25,86.25,87.26181868377486,0.6921885581256021,0.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,12,9,00:09:19.100000,16773,B,,殺球,,,B2,107,168,1.0,,,12,11,,A2,149.0,729.0,2.0,0.0,289,-495,276,835,237.0,-302.0,288.0,-302.0,40.0,0.0,90.0,60.0,21.0,100.0,102.18121158021177,12.25,6.5,13.867678248358663,0.44627906067840556,1330.0635323171596,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,12,10,00:09:19.500000,16785,A,,擋小球,,1.0,A2,149,729,2.0,,,12,11,,A1,285.0,340.0,2.0,1000.0,237,-302,288,-302,373.0,-95.0,325.0,861.0,20.0,90.0,80.0,90.0,38.0,12.75,40.081947307983924,19.5,12.75,23.2983368505136,0.12580143083447023,51.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,12,11,00:09:20.200000,16806,B,,挑球,,1.0,A1,285,340,2.0,,,12,11,,B3,345.0,849.0,1.0,1000.0,373,-95,325,861,389.0,-353.0,366.0,-353.0,10.0,40.0,60.0,60.0,39.75,113.99999999999999,120.73136502168772,1.5,108.5,108.51036816820778,0.45152768464403154,957.2042624226033,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,12,12,00:09:21.200000,16837,A,,後場平球,,,B2,345,849,1.0,,,12,11,,B4,53.0,30.0,,1000.0,389,-353,366,-353,214.0,-551.0,331.0,427.0,80.0,30.0,0.0,30.0,9.5,33.25,34.58052197408246,17.5,33.25,37.57409346877181,0.09569627880841437,23.0,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,12,13,00:09:22.200000,16867,B,,未擊球,,,B3,53,30,,落地,平球精準,13,11,A,,,,,2000.0,214,-551,331,427,427.0,-220.0,436.0,-220.0,40.0,50.0,50.0,10.0,51.0,16.25,53.52627859285568,8.75,112.74999999999999,113.08901361317109,0.1809901777568176,984.9736037072263,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,13,1,00:09:24.700000,16940,A,1.0,發長球,,1.0,A2,189,658,2.0,,,13,11,,A3,284.0,66.0,1.0,1000.0,427,-220,436,-220,418.0,-486.0,296.0,878.0,80.0,80.0,30.0,90.0,38.0,53.0,65.21502894272147,31.75,35.25,47.44075252354246,0.1499814803382219,9.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,13,2,00:09:25.700000,16970,B,,長球,,,A3,284,66,1.0,,,13,11,,A4,122.0,886.0,1.0,2000.0,418,-486,296,878,275.0,-432.0,309.0,-361.0,70.0,60.0,0.0,80.0,40.75,66.5,77.99238744903249,30.0,74.5,80.31344843797955,0.3155095085730381,1369.445143114539,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,3,00:09:27.200000,17015,A,,殺球,,,A3,122,886,1.0,,,13,11,,A2,319.0,210.0,2.0,0.0,275,-432,309,-361,255.0,-220.0,176.0,1176.0,0.0,10.0,20.0,40.0,27.5,42.75,50.83121580289025,23.0,26.5,35.0891721190455,0.2122003770024926,78.7210264160726,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,13,4,00:09:27.700000,17030,B,,擋小球,,1.0,C2,319,210,2.0,,,13,11,,B1,337.0,543.0,2.0,1000.0,255,-220,176,1176,385.0,-261.0,401.0,-467.0,40.0,90.0,40.0,90.0,53.5,67.25,85.93493177980652,48.5,95.25,106.88691454055544,0.21154668515483763,1398.2335284207713,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,5,00:09:28.700000,17062,A,,放小球,,,B1,337,543,2.0,,,13,11,,A1,349.0,423.0,2.0,1000.0,385,-261,401,-467,469.0,49.0,370.0,795.0,10.0,50.0,60.0,10.0,2.75,16.25,16.48104972384951,3.5000000000000004,67.75,67.84034566539295,0.16800669629511797,206.6204249342257,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,13,6,00:09:29.500000,17086,B,,挑球,,1.0,C1,349,423,2.0,,,13,11,,A3,164.0,849.0,1.0,1000.0,469,49,370,795,396.0,-196.0,387.0,-196.0,30.0,40.0,40.0,60.0,66.75,189.0,200.44092022339152,11.5,24.0,26.612966764342527,0.24348602515225476,752.5403643659256,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,7,00:09:30.500000,17116,A,,長球,1.0,,A2,164,849,1.0,,,13,11,,B4,136.0,31.0,1.0,2000.0,396,-196,387,-196,202.0,-707.0,324.0,891.0,40.0,90.0,30.0,90.0,31.5,127.75,131.57626115679074,29.249999999999996,127.75,131.05580872284906,0.5252458947959517,9.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,13,8,00:09:32.300000,17168,B,,切球,,,A3,136,31,1.0,,,13,11,,B2,331.0,618.0,2.0,0.0,202,-707,324,891,270.0,-707.0,270.0,-707.0,10.0,40.0,90.0,0.0,5.25,151.0,151.09123899154443,0.25,90.0,90.00034722155243,0.2448182999695897,1602.6503049636249,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,9,00:09:32.800000,17185,A,,擋小球,,,B1,331,618,2.0,,,13,11,,B2,95.0,308.0,2.0,1000.0,270,-707,270,-707,223.0,-103.0,323.0,531.0,0.0,10.0,50.0,50.0,2.5,92.75,92.78368660491994,13.75,123.75,124.51154564938946,0.43358419020992917,0.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,13,10,00:09:33.800000,17214,B,,挑球,,,B1,95,308,2.0,,,13,11,,A3,91.0,775.0,1.0,1000.0,223,-103,323,531,260.0,-336.0,325.0,-212.0,40.0,40.0,90.0,40.0,11.5,69.0,69.95176909842952,12.75,83.5,84.4678193159975,0.05650884886458049,641.8379857876909,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,11,00:09:34.600000,17239,A,,切球,,1.0,C2,91,775,1.0,,,13,11,,B2,84.0,320.0,2.0,1000.0,260,-336,325,-212,177.0,-379.0,272.0,865.0,30.0,90.0,60.0,10.0,0.75,35.25,35.25797782062948,1.0,84.75,84.75589949968085,0.16000034722184545,140.00357138301865,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,13,12,00:09:35.600000,17268,B,,挑球,,,B1,84,320,2.0,,,13,11,,A3,90.0,861.0,1.0,2000.0,177,-379,272,865,263.0,-477.0,321.0,-551.0,40.0,10.0,30.0,10.0,1.0,92.25,92.25541989498504,44.25,77.75,89.46018667541445,0.09123184750951831,1247.6221383095124,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,13,00:09:37.200000,17315,A,,殺球,,,C2,90,861,1.0,,,13,11,,B3,90.0,179.0,2.0,0.0,263,-477,321,-551,181.0,-748.0,95.0,1176.0,0.0,80.0,70.0,70.0,2.5,25.5,25.62225595063791,20.75,11.749999999999998,23.845859179320836,0.09140021881811881,94.02127418834527,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,13,14,00:09:37.600000,17328,B,,擋小球,,,B2,90,179,2.0,,,13,11,,A1,100.0,539.0,1.0,1000.0,181,-748,95,1176,273.0,-579.0,238.0,-504.0,0.0,0.0,20.0,60.0,32.5,0.0,32.5,45.5,115.99999999999999,124.60437392001936,0.5591422001602097,1925.9210783414776,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,15,00:09:38.400000,17352,A,,平球,,1.0,C1,100,539,1.0,,,13,11,,A3,225.0,154.0,2.0,0.0,273,-579,238,-504,311.0,-748.0,277.0,712.0,70.0,0.0,80.0,50.0,24.25,65.0,69.37623872767966,22.0,46.25,51.21584227560842,0.4819232304008596,82.76472678623425,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,13,16,00:09:38.800000,17364,B,,平球,,1.0,A2,225,154,2.0,,,13,11,,B2,283.0,627.0,2.0,1000.0,311,-748,277,712,370.0,-319.0,326.0,-319.0,10.0,80.0,60.0,20.0,24.75,94.5,97.68732005741585,21.5,12.0,24.62214450449026,0.16512798066954007,1460.3958367511186,0,0,0,1,0,0,0,1
2018-Indonesia_open-finals-1-2,13,17,00:09:39.400000,17383,A,,擋小球,,,A1,283,627,2.0,,,13,11,,B2,81.0,315.0,2.0,1000.0,370,-319,326,-319,212.0,-370.0,363.0,664.0,70.0,90.0,70.0,90.0,0.75,2.25,2.3717082451262845,3.25,2.25,3.952847075210474,0.012041594578792296,44.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,13,18,00:09:40.300000,17409,B,,挑球,,,B1,81,315,2.0,,,13,11,,B3,374.0,876.0,1.0,1000.0,212,-370,363,664,367.0,-310.0,313.0,-310.0,80.0,40.0,50.0,30.0,3.0,61.0,61.073725938409886,6.25,28.249999999999996,28.933112518358616,0.17861830813217328,1044.9674636083173,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,19,00:09:41.500000,17445,A,,切球,,,B3,374,876,1.0,,,13,11,,B1,93.0,363.0,2.0,1000.0,367,-310,313,-310,200.0,-126.0,388.0,777.0,80.0,10.0,0.0,10.0,30.5,40.25,50.50061880808987,12.5,40.25,42.14632249674935,0.18252944967867515,54.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,13,20,00:09:42.500000,17474,B,,擋小球,,,B1,93,363,2.0,,,13,11,,A1,96.0,504.0,2.0,1000.0,200,-126,388,777,245.0,-149.0,263.0,-149.0,70.0,90.0,30.0,20.0,71.75,145.25,162.00501535446364,19.25,23.0,29.99270744697784,0.17739503938949364,922.3627269138752,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,21,00:09:43.500000,17505,A,,挑球,,1.0,C1,96,504,2.0,,,13,11,,A3,327.0,67.0,1.0,2000.0,245,-149,263,-149,487.0,-707.0,311.0,869.0,50.0,60.0,90.0,60.0,43.75,91.0,100.9706021572616,42.25,91.0,100.32976876281536,0.26839440298850414,18.0,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,13,22,00:09:45.600000,17569,B,,切球,,,C3,327,67,1.0,,,13,11,,A1,140.0,534.0,2.0,1000.0,487,-707,311,869,420.0,-513.0,432.0,-513.0,90.0,40.0,80.0,30.0,60.25,143.5,155.63519042941414,18.0,4.25,18.49493173818168,0.31945970011881,1585.7969605217434,0,1,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,23,00:09:46.500000,17594,A,,擋小球,,1.0,A1,140,534,2.0,,,13,11,,B1,113.0,400.0,2.0,1000.0,420,-513,432,-513,246.0,-133.0,239.0,852.0,80.0,60.0,50.0,60.0,53.0,126.49999999999999,137.1541104014021,51.24999999999999,126.49999999999999,136.4874078440938,0.5472734691175885,12.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,13,24,00:09:47.400000,17623,B,,放小球,,,A1,113,400,2.0,,,13,11,,A1,103.0,511.0,2.0,1000.0,246,-133,239,852,208.0,-7.0,227.0,-7.0,20.0,50.0,70.0,90.0,8.0,13.75,15.907938269933034,0.75,140.25,140.2520053332572,0.3083411260276514,985.0248727824085,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,13,25,00:09:48.500000,17656,A,,放小球,,1.0,C1,103,511,2.0,,,13,11,,A1,291.0,447.0,1.0,1000.0,208,-7,227,-7,278.0,-188.0,236.0,291.0,30.0,50.0,20.0,50.0,45.75,36.25,58.37058334469513,50.5,36.25,62.16359465153218,0.24100051867164105,19.0,0,0,0,1,0,0,1,0
2018-Indonesia_open-finals-1-2,13,26,00:09:49.200000,17676,B,,撲球,,1.0,A1,291,447,1.0,,,13,11,,A3,127.0,823.0,,1000.0,278,-188,236,291,391.0,138.0,429.0,138.0,70.0,0.0,30.0,80.0,6.75,0.0,6.75,43.25,144.5,150.83372467720872,0.10193734459079372,480.8378104933097,0,0,1,0,0,1,0,0
2018-Indonesia_open-finals-1-2,13,27,00:09:50,17699,A,,未擊球,,,A2,127,823,,落地,搶主動,13,12,B,,,,,5000.0,391,138,429,138,305.0,-188.0,409.0,869.0,50.0,80.0,0.0,80.0,18.75,209.50000000000003,210.33737780052311,20.0,209.50000000000003,210.45248869994387,0.24045030035077003,38.0,0,1,0,0,1,0,0,0
2018-Indonesia_open-finals-1-2,14,1,00:09:55.200000,17855,B,1.0,發長球,,,A2,182,273,2.0,,,13,12,,B4,313.0,921.0,1.0,2000.0,305,-188,409,869,466.0,976.0,509.0,976.0,0.0,0.0,70.0,30.0,35.0,17.5,39.131189606246316,0.75,3.25,3.3354160160315836,0.05339371581833286,1062.104043867643,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,14,2,00:09:57.200000,17915,A,,切球,,,A3,313,921,1.0,,,13,12,,A1,329.0,364.0,2.0,1000.0,466,976,509,976,445.0,-118.0,406.0,882.0,70.0,40.0,50.0,40.0,25.75,321.5,322.52955290949694,43.75,321.5,324.46311423642595,2.5869804792460265,43.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,14,3,00:09:58,17940,B,,挑球,,1.0,C1,329,364,2.0,,,13,12,,A3,99.0,822.0,1.0,0.0,445,-118,406,882,363.0,-310.0,334.0,-310.0,0.0,10.0,80.0,10.0,47.5,52.24999999999999,70.6138265497629,33.0,35.25,48.286255808459615,0.3291018079561399,1000.7602110395876,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,14,4,00:09:58.900000,17968,A,,平球,,1.0,C2,99,822,1.0,,,13,12,,B2,155.0,208.0,1.0,1000.0,363,-310,334,-310,255.0,-327.0,274.0,1023.0,40.0,90.0,40.0,40.0,19.0,60.25,63.17485654910504,11.5,44.0,45.47801666739657,0.43448014914377847,29.0,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,14,5,00:09:59.400000,17981,B,,平球,,,A2,155,208,1.0,,,13,12,,A2,194.0,708.0,1.0,0.0,255,-327,274,1023,287.0,-551.0,288.0,-486.0,10.0,90.0,0.0,40.0,14.749999999999998,59.75,61.54368367265644,5.0,34.0,34.36568055487916,0.11013627921806692,1350.1336970833665,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,14,6,00:09:59.900000,17997,A,,擋小球,,,A2,194,708,1.0,,,13,12,,B1,106.0,355.0,2.0,1000.0,287,-551,288,-486,196.0,-88.0,294.0,887.0,80.0,90.0,20.0,70.0,8.0,94.75,95.08713109564302,14.499999999999998,23.25,27.400958012449127,0.14991330828182,65.00769185258002,0,0,0,1,1,0,0,0
2018-Indonesia_open-finals-1-2,14,7,00:10:00.600000,18019,B,,放小球,,,B1,106,355,2.0,,,13,12,,A1,93.0,511.0,2.0,1000.0,196,-88,294,887,255.0,-172.0,230.0,-579.0,60.0,10.0,20.0,40.0,91.5,149.75,175.4916308545795,10.5,6.5,12.349089035228468,0.24879464981743032,979.9127512181888,1,0,0,0,0,0,0,1
2018-Indonesia_open-finals-1-2,14,8,00:10:01.600000,18047,A,,挑球,,1.0,C1,93,511,2.0,,,13,12,,C4,410.0,6.0,,2000.0,255,-172,230,-579,562.0,-687.0,336.0,861.0,,,,,,,,,,,,,0,0,0,1,0,1,0,0
2018-Indonesia_open-finals-1-2,14,9,00:10:03.300000,18098,B,,未擊球,,,E3,410,6,,出界,對手失誤,13,13,B,,,,,,562,-687,336,861,,,,,,,,,,,,,,,,,0,1,0,0,,,,
